REPORTE DESCONSOLIDACION / PROVISION,,,,,,,,,,,,,,ARRIBO,,PROVISION,FACTURACIÓN,
"FECHA DE DES-
CONSOLIDACION",ME,LINEA,CODIGO EMBALAJE,USO/MARCHAMO,OPERATIVO,OT,CLIENTE,B/L HOUSE,B/L MASTER,NUMERO CNTR.,TOTAL DE CONTENEDORES,NAVIERA,BARCO,ETA BARCO,ETA CONFIRMADA,FECHA DE PROVISION,NUMERO DE DTE,FECHA DE FACTURA
28/08/2025,516,61/1,CT,23,SILVIA,25OT1779,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060444,SWA0431515,TCLU7201094,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,62/1,CT,23,SILVIA,25OT1781,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060443,SWA0431516,CAIU9435449,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,72/1,CT,23,MARCELA,25OT2004,"GRANADOS CRUZ, S.A. DE C.V.",SYNTSN25SE070236,TJN0704146,SEKU6654384 CMAU8921290,2,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,78/1,CT,23,ALBERTO,25OT1092,ALMACENES SIMAN S.A. DE C.V.,SYNCAN25SE060988,USH0299874,TCNU5743597,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,89/1,CT,23,ALBERTO,25OT1853B,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE060635B,ZSN0753758B,GESU6612034,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,90/1,CT,23,ALBERTO,25OT1952,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE070072,ZSN0757345,CMAU7146250 TLLU4565017,2,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
2/09/2025,523,52/1,PK,23,NANCY,25OT2552,AES CLESA Y CIA,CO4061151924,256974285,TGHU0978559,1,MAERSK,SEASPAN LIMA 535S,1/09/2025,3/9/2025,29/08/2025,,
2/09/2025,528,114/1,PK,23,KRISIA,25OT2031,"CARS LAND, S.A. DE C.V.",ES25148545,MEDUFC332618,TLLU4692731,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,528,120/1,PK,23,REBECA,25OT1995,"INVERSIONES LEMUS, S.A. DE C.V.",FARGYE251638,MEDUF9353469,"MEDU7816679, MSNU7559259, TLLU8543968",3,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,528,135/1,PK,24,REBECA,25OT1837,"POLITORNO CENTROAMERICA, S.A. DE C.V.",ITJACL2506001,MEDUE8854972,BMOU4912148,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,14/09/2025,,
2/09/2025,529,68/1,PX,23,NANCY,25OT2378,"FU MAU, S.A. DE C.V.",GLI2530111,MEDUJV825123,MSNU1061187,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,79/1,PX,23,NANCY,25OT2383,"FU MAU, S.A. DE C.V.",GLI2530176,MEDUJZ168082,FYCU7084089,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,91/1,PK,23,NANCY,25OT2170,"INTERGRES, S.A. DE C.V.",311RIG53992,MEDUFM064277,MSMU5170393,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,"105/1, 105/2",CT,30 / 23,MARCELA,25OT2006,"NOVEX, SOCIEDAD ANONIMA
ALMACENES VIDRI, S.A. DE C.V.,",E0625097345A,MEDUFM082493,TCKU9442093,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,191/1,CT,24,REBECA,25OT1973,"POLITORNO CENTROAMERICA, S.A. DE C.V.",EM0625097102,MEDUXG103765,CAIU7535475,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,193/1,CT,24,JOSE,25OT1541,"SHERWIN WILLIANS DE CENTRO AMERICA, S.A",LE1SVG50001,MEDUPQ688228,MSMU1441579,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
2/09/2025,529,195/1,CT,24,JOSE,25OT1925,"SHERWIN WILLIANS DE CENTRO AMERICA, S.A",LE1SVG50002,MEDUPQ703449,MSNU2253245,1,MSC,MSC SOMYA III LO530R,6/9/2025,6/9/2025,9/08/2025,,
5/9/2025,537,"1/1,
1/2,
1/3,
1/4,
1/5,
1/6,
1/7",CT,23,KRISIA,25OT1686,JFM S A DE C V,PDES00100250,MEDUK4766839,"TCLU9792761
 MSMU5435208
 TCNU5636665
 TCNU6014012
 TEMU6890083
 CAAU5532480",6,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,15/1,PK,23,JENNFIFER,25OT1590,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",ESSAPUS25051645,MEDUH5959307,MSDU6922565,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,56/1,CT,23,JOSE,25OT1912,"GRUPO RAMOS, S.A. DE C.V.",SYNNGB25SE062157,MEDUJL299313,MSMU7812790,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,57/1,CT,23,JOSE,25OT1913,"GRUPO RAMOS, S.A. DE C.V.",SYNNGB25SE062158,MEDUJL299321,TIIU4528109,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,77/1,CT,23,KRISIA,25OT2059,"SAVONA, S.A. DE C.V.",SYNNGB25SE062382,MEDUJL533182,MSMU4749903,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,78/1,CT,23,KRISIA,25OT1923,"SAVONA, S.A. DE C.V.",SYNNGB25SE062383,MEDUJL533190,MSNU5612483,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,82/1,CT,24,ALBERTO,25OT1980,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNNGB25SE062449,MEDUJL644526,FTAU1411808,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,86/1,CT,23,SILVIA,25OT2014,CORPORACION MERCANTIL SALVADOREÑA S.A DE C.V.,SYNNGB25SE070582,MEDUJL727479,MSCU7520145,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,95/1,CT,24,ALBERTO,25OT1896,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNNGB25SE062459,MEDUJL946640,MSDU4107933,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,98/1,CT,23,NANCY,25OT1668,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2506Q001056,MEDUJY808415,MSNU3208359,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,104/1,CT,23,KRISIA,25OT1750,"SAVONA, S.A. DE C.V.",SYNNGB25SE060274,MEDUJY833330,MSDU7118757,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,105/1,CT,23,ALBERTO,25OT1869,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNNGB25SE062047,MEDUJY853270,MSNU7823870,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,112/1,CT,23,SILVIA,25OT1760,"C. IMBERTON, S.A DE C.V.",SYNNGB25SE061137,MEDUJY962444,TGHU0144730,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
5/9/2025,537,117/1,VN,23,MARCELA,25OT2379,"REPRESENTACIONES AUTOMOTRICES, S.A. DE C.V.",2507Q008020,MEDUOP410188,"TLLU7646914, TIIU4385651, MSMU7881430, MSMU7164337, CAIU9035102",5,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
5/9/2025,537,118/1,VN,23,MARCELA,25OT2380,"REPRESENTACIONES AUTOMOTRICES, S.A. DE C.V.",2507Q008021,MEDUOP410196,"MSBU6564340,
MSBU6564274, 
MSBU6563874,
MSBU6563869,
MSBU5398780,
MSBU5398760,
MSBU5398754,
MSBU5395170",8,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
6/9/2025,537,144/1,PK,23,NANCY,25OT1585,"INDUSTRIAS CONSOLIDADAS, S.A. DE C.V.",SYNSHA25SE061599,MEDUJT095232,TGBU9602236,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,9/12/2025,,
6/9/2025,537,157/1,CT,24,REBECA,25OT1859,"POLITORNO CENTROAMERICA, S.A. DE C.V.",ASOC25060103,MEDUYN212913,MEDU4641140,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
6/9/2025,537,183/1,CT,23,SILVIA,25OT1778,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060447,MEDUYS448338,MSMU1576770,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
6/9/2025,537,184/1,CT,23,REBECA,25OT1772,GRUPO SPLIT S.A DE C.V,SYNCAN25SE060449,MEDUYS448783,MSNU8725380,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
6/9/2025,537,191/1,CT,24,REBECA,25OT1474,"POLITORNO CENTROAMERICA, S.A. DE C.V.",ASOC25060100,MEDUKK146067,CAIU6899235,1,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
6/9/2025,537,193/1,PK,23,REBECA,25OT1932,"CORBES, S.A. DE C.V.",SYNTSN25SE060734,MEDUKK178565,TRHU8635199 BMOU5636208,2,MSC,MSC TIPHAINE II LO535A,3/9/2025,23/9/2025,16/09/2025,,
6/9/2025,60,28/1,VN,23,MARCELA,25OT2363,"AUTOMAX, S.A. DE C.V.",MB00292,KKLUJPN618406,N/A,4,K-LINE,MV. CYGNUS LEADER 137,10/9/2025,14/9/2025,SOLICITUD DE PAGO,,
6/9/2025,60,29/1,VN,23,MARCELA,25OT2372,"DISTRIBUIDORA DE AUTOMOVILES, S.A. DE C.V.",MB00291,KKLUJPN618748,N/A,38,K-LINE,MV. CYGNUS LEADER 137,10/9/2025,14/9/2025,SOLICITUD DE PAGO,,
9/08/2025,540,14/1,BX,24,REBECA,25OT1936,"POLITORNO CENTROAMERICA, S.A. DE C.V.",RIGACL2506001,255621681,FSCU8277900,1,MAERSK,SEALAND LOS ANGELES 536S,8/9/2025,11/9/2025,9/08/2025,,
9/08/2025,540,174/1,PK,24,NANCY,25OT2553,"PREM MANUFACTURING, LTDA. DE C.V.",CANS2500414,256937846,"MRSU3113558, MRSU3948963, TCKU6813647",3,MAERSK,SEALAND LOS ANGELES 536S,8/9/2025,11/9/2025,9/03/2025,,
9/08/2025,540,184/1,PK,23,REBECA,25OT2220,"GRUPO SANTA SOFIA, S.A. DE C.V.",GSZACA25071637,256996594,"MSKU1983049, GAOU7781821",2,MAERSK,SEALAND LOS ANGELES 536S,8/9/2025,11/9/2025,9/03/2025,,
9/09/2025,553,29/1,CT,23,MARITZA,25OT2163,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNNGB25SE071369,ONEYNB5BCT618700,ONEU1404683,1,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
9/09/2025,553,97/1,CT,23,JOSE,25OT1940,JURO S.A DE C.V. (SPEED MOTO),WLC50703378,ONEYNBOF88042700,BEAU4425799,1,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
9/09/2025,553,100/1,CT,23,SILVIA,25OT2116,"INDUSTRIAS FACELA, S.A. DE C.V.",WLC50706653,ONEYNBOF91295400,ONEU0510510,1,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,118/1,PK,23,REBECA,25OT2127,"CORBES, S.A. DE C.V.",WLC50703851,ONEYNBOF93426900,"DRYU6011962
 NYKU4712105
 ONEU1652437
 ONEU5624794",4,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,120/1,PK,23,REBECA,25OT2191,"CORBES, S.A. DE C.V.",WLC50711417,ONEYNBOF94530600,"KKFU7888864
 ONEU6514507
 TLLU5502820
 TRHU4771880",4,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
PLG SV,553,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,ONEYNBOF97114700,PLG SV,PLG SV,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,193/1,CT,23,NANCY,25OT2119,"FREUND, S.A. DE C.V.",WLC50709673,ONEYSZPFK3208300,GCXU5268771 TRHU6596792 TXGU8772776,3,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,194/1,CT,23,JOSE,25OT2132,"JURO, S.A. DE C.V.",SZPFK3208303,ONEYSZPFK3208303,TCLU8467237,1,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,233/1,CT,23,MARITZA,25OT2134,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE071029,ONEYTPEF56545800,TGHU5254540 TCKU4622467,2,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,239/1,PK,23,JOSE,25OT2021,"LAJANDRA, S.A. DE C.V.",WLC50708027,ONEYTSNF42414800,TRHU4791486,1,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
10/9/2025,553,240/1,BL,23,REBECA,25OT1991,"CORBES, S.A. DE C.V.",WLC50710129,ONEYTSNF42438700,TRHU4615445 ONEU5278773,2,ONE,X-PRESS MACHU PICCHU 0034 E,24/9/2025,20/9/2025,SOLICITUD DE PAGO,,
11/9/2025,556,11/1,PK,24,SILVIA,25OT1453,"CONSORCIO AUTOMOTRIZ, S.A. DE C.V.",SYNSHA25SE071056,CHN2499920,"GCXU5371861, CMAU7202522",2,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,27/1,CT,23,JOSE,25OT2124,"GRUPO CABRERA AGUIRRE, S.A. DE C.V.",SYNCAN25SE070453,GGZ2621237,ECMU7266746,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,37/1,PK,23,JENNIFER,25OT1657,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE070001,HKA2545394,UETU6964407,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,68/1,CT,23,SILVIA,25OT2098,"C. IMBERTON, S.A DE C.V.",SYNNGB25SE071382,NGP2632964,TEMU2523454,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,77/1,PX,23,NANCY,25OT2741,"ZONA SOLAR, S.A. DE C.V.",SYNNKG25SE080029,QGD2081019,CAAU6189879,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,81/1,PK,23,JOSE,25OT2126,"SERVITEK, S.A. DE C.V.",SYNTAO25SE070345,QGD2105196,TCLU8471047,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,89/1,PK,23,JENNIFER,25OT2144,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNCAN25SE070319,SHZ7397518,TGHU9631180,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,91/1,CT,23,JENNIFER,25OT2165,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNCAN25SE070578,SHZ7424295,CMAU7093714,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,108/1,CT,23,JENNIFER,25OT2217,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNTSN25SE080008,TJN0718520,ECMU4975434 ECMU7123811,2,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,109/1,PK,23,JENNIFER,25OT2067,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE070731,TWN0973141,TCNU1688188,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,556,123/1,PK,23,NANCY,25OT2192,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2507Q001547B,NGP2673222B,TGHU6012140,1,CMA CGM,X-PRESS MACHU PICCHU 0M310N1MA ,24/9/2025,20/9/2025,17/09/2025,,
11/9/2025,62,10/1,VN,23,MARCELA,25OT2432,"AUTOMAX, S.A. DE C.V.",MB00298,KKLUJPN619081,N/A,15,K-LINE,MV. EURASIAN HIGHWAY 127,14/9/2025,16/9/2025,SOLICITUD DE PAGO,,
11/9/2025,62,15/1,VN,23,MARCELA,25OT2476,"DISTRIBUIDORA DE AUTOMOVILES, S.A. DE C.V.",MB00297,KKLUJPN619147,N/A,35,K-LINE,MV. EURASIAN HIGHWAY 127,14/9/2025,16/9/2025,SOLICITUD DE PAGO,,
9/12/2025,63,12/1,VN,23,KATHERINE,25OT2048,"MAGMA AUTOMOTIVE DEALERSHIP, S.A. DE C.V.",S370623250750032,HDGLCNSV0637726,N/A,1,GLOVIS,GLOVIS SUMMIT 080,16/9/2025,15/9/2025,SOLICITUD DE PAGO,,
12/9/2025,561,16/1,CT,23,NANCY,25OT2560,"TECNOBODEGA, S.A. DE C.V.",SYNSHA25SE071166,COSU6423003130,TRHU6928032,1,COSCO,MOLLY SCHULTE 135S,11/9/2025,20/9/2025,,,
12/9/2025,561,17/1,CT,23,NANCY,25OT2739,"TECNOBODEGA, S.A. DE C.V.",SYNSHA25SE071559,COSU6424438760,"CSNU8782420, FFAU2292558, FFAU6261616, OOCU7385013",4,COSCO,MOLLY SCHULTE 135S,11/9/2025,20/9/2025,,,
16/9/2025,569,95/1,PX,23,KRISIA,25OT1747,"SAVONA, S.A. DE C.V.
",FWFI25000487,HLCUHEL250605622,FCIU9196928,1,HAPAG LLOYD,ATLANTIC PROJECT II 005E,16/9/2025,22/9/2025,,,
16/9/2025,564,18/1,PX,24,NANCY,25OT2377,EFI LOGISTICS,SSZACL2506001,255034085,SUDU7610350,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,19/9/2025,,
16/9/2025,564,27/1,CT,24,REBECA,25OT1878,"POLITORNO CENTROAMERICA, S.A. DE C.V.",RIOACL2506001,255185963,MRKU4108888,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,19/8/2025,,
16/9/2025,564,85/1,CT,23,MARCELA,25OT2111,"DIMEGA, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",SYNNGB25SE071142,256113917,SUDU8612320,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,3/9/2025,,
16/9/2025,564,103/1,CT,24,REBECA,25OT1968,"POLITORNO CENTROAMERICA, S.A. DE C.V.",RIGACL2507001,256519959,HASU4859114,,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,19/9/2025,,
16/9/2025,564,138/1,CT,24,REBECA,25OT2158,"POLITORNO CENTROAMERICA, S.A. DE C.V.",RIGACL2507002,256661794,MRKU3112857,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,19/9/2025,,
16/9/2025,565,89/1,PX,23,KRISIA,25OT2297,AMERCIAN IMPORTS SA DE CV,PDES00100258,257383600,HASU1137397,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,9/9/2025,,
16/9/2025,566,179/1,PX,23,KRISIA,25OT2046,AMERICAN IMPORTS SA DE CV,LPFE2507001472,257354545,MRKU8017913,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,9/9/2025,,
16/9/2025,570,128/1,PK,23,KRISIA,25OT2247,"MARIO´S AUTO PARTS, S.A. DE C.V.",7631SV189308,257109444,TGBU5364588,1,MAERSK,GALLOWAY 537S,16/09/2025,16/09/2025,3/9/2025,,
16/9/2025,554,12/1,PK,23,KRISIA,25OT2241,"REPUESTOS DIDEA, S.A. DE C.V.",WLC50720731,TAXW50123400,"PCIU8467959, PIDU4174301",2,PIL,X-PRESS MACHU PICCHU VXPM5034S,20/9/2025,20/9/2025,,,
16/9/2025,554,29/1,DR,23,MARCELA,25OT2179,"QUIMICAS CONSOLIDADAS, S.A. DE C.V",WLC50800397,SHWL50272000,PCIU9496669,1,PIL,X-PRESS MACHU PICCHU VXPM5034S,20/9/2025,20/9/2025,,,
18/9/2025,573,12/1,CT,23,SILVIA,25OT2195,CORPORACION MERCANTIL SALVADOREÑA S.A DE C.V.,SYNNGB25SE071876,MEDUOT446269,MEDU7636893,1,MSC,X-PRESS MACHU PICCHU 25034S,20/9/2025,20/9/2025,19/9/2025,,
19/9/2025,576,130/1,CT,23,JOSE,25OT2321,"GRUPO RAMOS, S.A. DE C.V.",WLC50804989,MEDUP7011489,CAIU7361542,1,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,27/09/2025,,
19/9/2025,576,134/1,PE,23,ALBERTO,25OT2281,"TRANSPORTES PESADOS, S.A. DE C.V.",NBOE25016806,MEDUP7054273,MEDU6522664,1,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,22/9/2025,,
19/9/2025,576,220/1,PK,23,SILVIA,25OT1905,"INDUSTRIAL LA PALMA, S.A. DE C.V.",241ISZ2442032,MEDUFX681713,"MSMU6518164, MSMU1452260",2,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,22/9/2025,,
19/9/2025,576,246/1,CT,23,NANCY,25OT2316,"FREUND DE EL SALVADOR, LTDA. DE C.V.",WLC50805025,MEDUW8030936,MSNU6064996,1,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,22/9/2025,,
19/9/2025,576,251/1,CT,23,REBECA,25OT2396,"CORBES, S.A. DE C.V.",WLC50808851,MEDUW8049845,LYGU0098796,1,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,22/9/2025,,
19/9/2025,576,263/1,CT,23,KRISIA,25OT2175,ACACESPROMAC DE R.L.,CKOE25004162,MEDUYN479280,MSNU8680516,1,MSC,CHIAPAS STAR 019E ,23/09/2025,27/09/2025,22/9/2025,,
22/9/2025,583,15/1,PX,24,JONATHAN,25OT2377,"EFI LOGISTICS, S.A. DE C.V.",SSZACL2506001,255034085,SUDU7610350,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/08/2025,,
22/9/2025,583,36/1,CT,23,ALBERTO,25OT2066,ALMACENES SIMAN S.A. DE C.V.,SYNCAN25SE070320,255843183,TGHU6932391,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,2/09/2025,,
22/9/2025,584,94/1,PK,23,KRISIA,25OT2393,"ALMACENES BOU, S.A. DE C.V.",SYNCAN25SE080561,257895655,TLLU2146182,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,584,96/1,CT,23,ALBERTO,25OT2404,"UNICOMER COMERCIAL DE EL SALVADOR, S.A. DE C.V.",SYNNGB25SE081325,257927606,FFAU5652489,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,9/09/2025,,
22/9/2025,584,158/1,CT,23,JONATHAN,25OT2525,"MQ IMPORT, S.A. DE C.V.",RIGACL2507003,257424849,MSKU3526490,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,584,209/1,PK,23,REBECA,25OT2107,NOHEMY GUADALUPE RAMOS DE ARGUETA,SYNTAO25SE080369,258158174,MSKU9234880,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,584,210/1,PK,23,REBECA,25OT2095,NOHEMY GUADALUPE RAMOS DE ARGUETA,SYNTAO25SE080368,258159495,TCNU7147452,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,584,218/1,PK,23,MARCELA,25OT2468,"ESTRUCTURAS METALICAS Y CONSTRUCCIONES, S.A. DE C.V.",SYNTAO25SE080767,258227897,MSKU0401884,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,584,225/1,PK,23,JONATHAN,25OT2742,ANA CRISTINA ALVARENGA ALVARENGA,SCLO00049102,258302881,TCNU6167705,1,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,19/09/2025,,
22/9/2025,585,227/1,CT,23,JONATHAN,25OT2382,"FREUND DE EL SALVADOR, LTDA. DE C.V.",GSZACA25080712,APU164072,"UETU6297726, SUDU8795453, MRSU6239513, MRSU5582908",4,MAERSK,SEASPAN LIMA 538S,22/09/2025,24/09/2025,9/09/2025,,
24/9/2025,591,8/1,CT,23,ALBERTO,25OT1982,ALMACENES SIMAN S.A. DE C.V.,WSLPGU2508250,AYN1267415,CSOU4105805,1,CMA CGM,MAGDALENA SCHULTE 0M312N1MA ,26/09/2025,28/09/2025,,,
24/9/2025,591,15/1,UN,24,KATHERINE,25OT2047,"MAGMA AUTOMOTIVE DEALERSHIP, S.A. DE C.V.",2507Q001289,CHN2518280,CMAU7384751 TEMU6069859 SEKU5552541 CMAU9203739 CMAU7053115,5,CMA CGM,MAGDALENA SCHULTE 0M312N1MA ,26/09/2025,28/09/2025,,,
24/9/2025,591,16/1,PK,23,REBECA,25OT2117,"GRANADOS CRUZ, S.A. DE C.V.",SYNSHA25SE071477,CHN2518557,TCNU5214989,1,CMA CGM,MAGDALENA SCHULTE 0M312N1MA ,26/09/2025,28/09/2025,,,
24/9/2025,591,"17/1,
17/2,
17/3,
17/4",PK,24,ALBERTO,25OT1914,INTRALOGIX S.A. DE C.V/CATCO CORP,"SHSAL250600002
 SHSAL250600006
 SHSAL250600008
 SHSAL250600017",CHN2540188,TCNU7720137,1,CMA CGM,MAGDALENA SCHULTE 0M312N1MA ,26/09/2025,28/09/2025,,,
